school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Aspire Benjamin Holt Middle School,"3293 E. Morada Ln.Stockton, CA 95212",http://www.aspirepublicschools.org,Lodi Unified,(510) 434-5000(make sure to verify first before calling),75,Lodi Unified,No,
Aspire Berkley Maynard Academy School,"6200 San Pablo Ave.Oakland, CA 94608","Oakland, CA 94608",Oakland Unified,(510) 658-2900(make sure to verify first before calling),25,530,No,337
Aspire Capitol Heights Academy School,"2520 33rd St.Sacramento, CA 95817","Sacramento, CA 95817",Sacramento City Unified,(916) 739-8520(make sure to verify first before calling),21,292,No,212
Aspire Centennial College Preparatory Academy School,"2079 Saturn Ave.Huntington Park, CA 90255","Huntington Park, CA 90255",Los Angeles Unified,(323) 826-9616(make sure to verify first before calling),30,547,No,436
Aspire College Academy School,"8030 Atherton St.Oakland, CA 94605","Oakland, CA 94605",Oakland Unified,(510) 562-8030(make sure to verify first before calling),9,286,No,240
Aspire Community Day School,"26866 San Jacinto St.Hemet, CA 92544","Hemet, CA 92544",Hemet Unified,(951) 765-5188(make sure to verify first before calling),1,60,No,46
Aspire Eres Academy School,"1936 Ct.land Ave.Oakland, CA 94601","Oakland, CA 94601",Oakland Unified,(510) 436-9760(make sure to verify first before calling),24,218,No,183
Aspire East Palo Alto Charter School,"1286 Runnymede St.East Palo Alto, CA 94303","East Palo Alto, CA 94303",Ravenswood City Elementary,(650) 614-9100(make sure to verify first before calling),25,773,No,573
Aspire East Palo Alto Charter School,"1286 Runnymede St.East Palo Alto, CA 94303","East Palo Alto, CA 94303",Ravenswood City Elementary,(650) 614-9100(make sure to verify first before calling),25,773,No,573
Aspire Firestone Academy Charter School,"8929 Kauffman Ave.South Gate, CA 90280","South Gate, CA 90280",Los Angeles Unified,(323) 249-5740(make sure to verify first before calling),33,421,No,307
Aspire Gateway Academy Charter School,"8929 Kauffman Ave.South Gate, CA 90280","South Gate, CA 90280",Los Angeles Unified,(323) 249-5750(make sure to verify first before calling),39,416,No,325
Aspire Golden State College Preparatory Academy School,"1009 66th Ave.Oakland, CA 94610","Oakland, CA 94610",Oakland Unified,(510) 562-8030(make sure to verify first before calling),23,578,No,458
Aspire Inskeep Academy Charter School,"123 W. 59th St.Los Angeles, CA 90003","Los Angeles, CA 90003",Los Angeles Unified,(323) 235-8400(make sure to verify first before calling),16,345,No,315
Aspire Juanita Tate Academy Charter School,"123 W. 59th St.Los Angeles, CA 90003","Los Angeles, CA 90003",Los Angeles Unified,(323) 235-8400(make sure to verify first before calling),23,369,No,321
Aspire Junior Collegiate Academy School,"6724 S. Alameda St.Huntington Park, CA 90255","Huntington Park, CA 90255",Los Angeles Unified,(323) 583-5421(make sure to verify first before calling),26,309,No,264
Aspire Langston Hughes Academy School,"2050 W. Ln.Stockton, CA 95205","Stockton, CA 95205",Stockton Unified,(209) 943-2389(make sure to verify first before calling),39,714,No,462
Aspire Lionel Wilson College Preparatory Academy School,"400 105th Ave.Oakland, CA 94603","Oakland, CA 94603",Oakland Unified,(510) 635-7737(make sure to verify first before calling),35,531,No,433
Aspire Monarch Academy School,"1445 101st Ave.Oakland, CA 94603","Oakland, CA 94603",Oakland Unified,(510) 568-3101(make sure to verify first before calling),26,390,No,319
Aspire Ollin University Preparatory Academy School,"2540 E. 58th St.Huntington Park, CA 90255","Huntington Park, CA 90255",Los Angeles County Office of Education,(323) 277-2901(make sure to verify first before calling),47,578,No,487
Aspire Pacific Academy School,"2565 58th St.Huntington Park, CA 90255","Huntington Park, CA 90255",Los Angeles Unified,(323) 589-2800(make sure to verify first before calling),29,490,No,398
Aspire Port City Academy School,"2040 W. Ln.Stockton, CA 95205","Stockton, CA 95205",Stockton Unified,(209) 943-2389(make sure to verify first before calling),39,399,No,227
Aspire Richmond Ca. College Preparatory Academy School,"3040 Hilltop Mall Rd.Richmond, CA 94806","Richmond, CA 94806",West Contra Costa Unified,(510) 434-5000(make sure to verify first before calling),39,232,No,111
Aspire Richmond Technology Academy School,"3040 Hilltop Mall Rd.Richmond, CA 94806","Richmond, CA 94806",West Contra Costa Unified,(510) 480-0660(make sure to verify first before calling),42,251,No,142
Aspire River Oaks Charter School,"1801 Pyrenees Ave.Stockton, CA 95210","Stockton, CA 95210",Lodi Unified,(209) 956-8100(make sure to verify first before calling),72,391,No,163
Aspire Rosa Parks Academy School,"1930 S. D St.Stockton, CA 95206","Stockton, CA 95206",Stockton Unified,(209) 944-5590(make sure to verify first before calling),17,383,No,313
Aspire Slauson Academy Charter School,"123 W. 59th St.Los Angeles, CA 90003","Los Angeles, CA 90003",Los Angeles Unified,(323) 235-8400(make sure to verify first before calling),16,342,No,299
Aspire Summit Charter Academy School,"2036 E. Hatch Rd.Modesto, CA 95351","Modesto, CA 95351",Ceres Unified,(209) 538-8082(make sure to verify first before calling),53,407,No,180
Aspire Titan Academy School,"6720 S. Alameda St.Huntington Park, CA 90255","Huntington Park, CA 90255",Los Angeles Unified,(323) 583-5421(make sure to verify first before calling),39,328,No,263
Aspire Triumph Technology Academy School,"3200 62nd Ave.Oakland, CA 94605","Oakland, CA 94605",Oakland Unified,(510) 638-9445(make sure to verify first before calling),12,279,No,233
Aspire University Charter School,"3313 Coffee Rd.Modesto, CA 95355","Modesto, CA 95355",Sylvan Union Elementary,(209) 544-8722(make sure to verify first before calling),82,267,No,56
Aspire Vanguard College Preparatory Academy School,"5255 First St.Empire, CA 95319","Empire, CA 95319",Modesto City High,(209) 521-3010(make sure to verify first before calling),50,334,No,139
Aspire Vincent Shalvey Academy School,"10038 Hwy 99 E. Frontage Rd.Stockton, CA 95212","Stockton, CA 95212",Lodi Unified,(209) 931-5399(make sure to verify first before calling),84,387,No,100
Assurance Learning Academy School,"5701 S. W.ern Ave.Los Angeles, CA 90062","Los Angeles, CA 90062",Acton-Agua Dulce Unified,(661) 272-1225(make sure to verify first before calling),10,783,No,620
Atascadero High School,"1 High Sch HillAtascadero, CA 93422","Atascadero, CA 93422",Atascadero Unified,(805) 462-4300(make sure to verify first before calling),67,"1,331",No,298
Atascadero Middle School,"6501 Lewis Ave.Atascadero, CA 93422","Atascadero, CA 93422",Atascadero Unified,(805) 462-4360(make sure to verify first before calling),53,806,No,262
Athenour Early Childhood Education Center School,"5200 Dent AveSan Jose, CA 95118","San Jose, CA 95118",Union Elementary,(408) 780-0690(make sure to verify first before calling),90,4.0,5,Union Elementary
Atherwood Elementary School,"2350 E. Greensward St.Simi Valley, CA 93065","Simi Valley, CA 93065",Simi Valley Unified,(805) 520-6730(make sure to verify first before calling),542,20.0,54,27
Atkinson Academy Charter School,"4718 Engle Rd.Carmichael, CA 95608",http://atkinsonacademy.org/,San Juan Unified,(916) 977-3790(make sure to verify first before calling),San Juan Unified,Yes,,
Atwater Avenue Elementary School,"3271 Silver Lake Blvd.Los Angeles, CA 90039","Los Angeles, CA 90039",Los Angeles Unified,(323) 665-5941(make sure to verify first before calling),309,16.0,208,42
Atwater High School,"2201 Fruitland Ave.Atwater, CA 95301","Atwater, CA 95301",Merced Union High,(209) 325-1200(make sure to verify first before calling),"1,885",82.0,"1,306",243
Atwater Senior Academy School,"1800 Juniper Ave.Atwater, CA 95301","Atwater, CA 95301",Atwater Elementary,(209) 357-6515(make sure to verify first before calling),5,1.0,Atwater Elementary,No
Auburn Elementary School,"11400 Lariat Ranch Rd.Auburn, CA 95603","Auburn, CA 95603",Auburn Union Elementary,(530) 887-1958(make sure to verify first before calling),488,20.5,230,39
Auburndale Intermediate School,"1255 River Rd.Corona, CA 92880","Corona, CA 92880",Corona-Norco Unified,(951) 736-3231(make sure to verify first before calling),26,484,No,336
Audeo Charter School,"10170 Huennekens St.San Diego, CA 92121","San Diego, CA 92121",San Diego Unified,(858) 678-2050(make sure to verify first before calling),32,761,No,385
Audeo Charter Ii School,"10170 Huennekens St.San Diego, CA 92121",http://www.audeo2.com,SBE - Audeo Charter II,(858) 678-2051(make sure to verify first before calling),55,SBE - Audeo Charter II,No,
Audubon Elementary School,"841 Gull Ave.Foster City, CA 94404","Foster City, CA 94404",San Mateo-Foster City,(650) 312-7500(make sure to verify first before calling),91,717,No,20
Audubon K-8 School,"8111 San VicenteSan Diego, CA 92114","San Diego, CA 92114",San Diego Unified,(619) 344-5800(make sure to verify first before calling),489,21.0,378,67
Audubon Middle School,"4120 11th Ave.Los Angeles, CA 90008","Los Angeles, CA 90008",Los Angeles Unified,(323) 290-6300(make sure to verify first before calling),637,37.8,495,35
August Boeger Middle School,"1944 Flint Ave.San Jose, CA 95148","San Jose, CA 95148",Mount Pleasant Elementary,(408) 223-3770(make sure to verify first before calling),593,28.6,425,100
August Elementary School,"2101 Sutro Ave.Stockton, CA 95205","Stockton, CA 95205",Stockton Unified,(209) 933-7160(make sure to verify first before calling),676,25.6,572,55
August Knodt Elementary School,"3939 EWS Woods Blvd.Stockton, CA 95206","Stockton, CA 95206",Manteca Unified,(209) 938-6200(make sure to verify first before calling),36,870,No,546
August Illing Elementary School,"36901 Spruce St.Newark, CA 94560","Newark, CA 94560",Newark Unified,(510) 818-3800(make sure to verify first before calling),20,465,No,297
Augustus F. Hawkins High A Critical Design And Gaming School,"825 W. 60th St.Los Angeles, CA 90044","Los Angeles, CA 90044",Los Angeles Unified,(323) 789-1282(make sure to verify first before calling),532,21.1,436,37
Augustus F. Hawkins High B Community Health Advocates School,"825 W. 60th St.Los Angeles, CA 90044","Los Angeles, CA 90044",Los Angeles Unified,(323) 789-1282(make sure to verify first before calling),454,22.4,371,31
Augustus F. Hawkins High C Rspnsbl Indigenous Soc Entrepr School,"825 W. 60th St.Los Angeles, CA 90044","Los Angeles, CA 90044",Los Angeles Unified,(323) 789-1282(make sure to verify first before calling),466,22.1,390,21
Aurelia Pennekamp Elementary School,"110 S. RowellManhattan Beach, CA 90266","Manhattan Beach, CA 90266",Manhattan Beach Unified,(310) 798-6223(make sure to verify first before calling),560,22.3,6,3
Aurora Elementary School,"1050 E. 52nd Pl.Los Angeles, CA 90011","Los Angeles, CA 90011",Los Angeles Unified,(323) 238-1500(make sure to verify first before calling),466,21.0,417,25
Aurora High (Continuation) School,"1391 Kloke Rd.Calexico, CA 92231","Calexico, CA 92231",Calexico Unified,(760) 768-3940(make sure to verify first before calling),6,171,"Yes, under Community Eligibility Option (CEO)",140
Austin Creek Elementary School,"1480 Snowy Egret Dr.Santa Rosa, CA 95409","Santa Rosa, CA 95409",Rincon Valley Union Elementary,(707) 538-2122(make sure to verify first before calling),420,18.0,19,3
Avalon Elementary School,"1815 E. Rider St.Perris, CA 92571","Perris, CA 92571",Val Verde Unified,(951) 490-0360(make sure to verify first before calling),53,725,No,405
Avalon Gardens Elementary School,"13940 S. San Pedro St.Los Angeles, CA 90061","Los Angeles, CA 90061",Los Angeles Unified,(310) 532-8540(make sure to verify first before calling),254,14.5,182,31
Avalon High School,"1425 N. Avalon Blvd.Los Angeles, CA 90744","Los Angeles, CA 90744",Los Angeles Unified,(310) 549-2112(make sure to verify first before calling),94,5.0,83,6
Avalon K-12 School,"200 Falls Canyon Rd.Santa Catalina, CA 90704",2015-16,Long Beach Unified,(310) 510-0790(make sure to verify first before calling),626,33.2,301,130
Avaxat Elementary School,"24300 Rancho Las Brisas Dr.Murrieta, CA 92562","Murrieta, CA 92562",Murrieta Valley Unified,(951) 696-1402(make sure to verify first before calling),50,754,No,357
Avenal Elementary School,"500 S. First Ave.Avenal, CA 93204","Avenal, CA 93204",Reef-Sunset Unified,(559) 386-5173(make sure to verify first before calling),801,32.0,737,Reef-Sunset Unified
Avenal High School,"601 Mariposa St.Avenal, CA 93204","Avenal, CA 93204",Reef-Sunset Unified,(559) 386-5253(make sure to verify first before calling),642,27.7,565,Reef-Sunset Unified
Avery Middle School,"4545 Moran Rd.Avery, CA 95224","Avery, CA 95224",Vallecito Union,(209) 795-8520(make sure to verify first before calling),193,10.0,69,8
Aveson Global Leadership Academy School,"575 W. Altadena Dr.Altadena, CA 91001","Altadena, CA 91001",Pasadena Unified,(626) 797-1438(make sure to verify first before calling),53,414,No,101
Aveson Of Leaders School,"1919 E. Pinecrest Dr.Altadena, CA 91001","Altadena, CA 91001",Pasadena Unified,(626) 797-1438(make sure to verify first before calling),62,439,No,27
Aviara Oaks Elementary School,"6900 Ambrosia Ln.Carlsbad, CA 92009","Carlsbad, CA 92009",Carlsbad Unified,(760) 331-6000(make sure to verify first before calling),96,700,No,83
Aviara Oaks Middle School,"6880 Ambrosia Ln.Carlsbad, CA 92011","Carlsbad, CA 92011",Carlsbad Unified,(760) 331-6100(make sure to verify first before calling),95,"1,132",No,125
Avocado Elementary School,"3845 Avocado Sch Rd.La Mesa, CA 91941","La Mesa, CA 91941",Cajon Valley Union,(619) 588-3100(make sure to verify first before calling),577,24.0,282,30
Avondale Elementary School,"8401 Stansbury St.Spring Valley, CA 91977","Spring Valley, CA 91977",La Mesa-Spring Valley,(619) 668-5880(make sure to verify first before calling),523,19.0,380,78
Ayer Elementary School,"5272 E. Lowe Ave.Fresno, CA 93727","Fresno, CA 93727",Fresno Unified,(559) 253-6400(make sure to verify first before calling),720,28.0,474,179
Ayers Elementary School,"5120 Myrtle Dr.Concord, CA 94521","Concord, CA 94521",Mt. Diablo Unified,(925) 682-7686(make sure to verify first before calling),459,18.0,116,17
Aynesworth Elementary School,"4765 E. Burns Ave.Fresno, CA 93725","Fresno, CA 93725",Fresno Unified,(559) 253-6410(make sure to verify first before calling),630,26.0,412,185
Azusa High School,"240 N. Cerritos Ave.Azusa, CA 91702","Azusa, CA 91702",Azusa Unified,(626) 815-3400(make sure to verify first before calling),"1,289",63.2,802,163
B. Gale Wilson Elementary School,"3301 Cherry Hills Ct.Fairfield, CA 94534","Fairfield, CA 94534",Fairfield-Suisun Unified,(707) 421-4225(make sure to verify first before calling),36,808,No,325
B. Roberto Cruz Leadership Academy School,"14265 Story Rd.San Jose, CA 95127","San Jose, CA 95127",East Side Union High,(408) 729-2281(make sure to verify first before calling),81,5.1,57,21
Bais Chaya Mushka School,"9051 W PICO BLVDLos Angeles, CA 90035","Los Angeles, CA 90035",,329,Yes,No,,
Bais Menachem Yeshiva Day School,"834 28TH AVESan Francisco, CA 94121","San Francisco, CA 94121",,43,No,No,,
Bakersfield Christian High School,"12775 STOCKDALE HWYBakersfield, CA 93314","Bakersfield, CA 93314",,486,No,No,,
Balboa City School,"525 HAWTHORN STSan Diego, CA 92101","San Diego, CA 92101",,78,No,No,,
Banyan Tree Foundations Academy School,"2820 ROOSEVELT RD., SUITE 104San Diego, CA 92106","San Diego, CA 92106",,29,No,No,,
Barnhart School,"240 W COLORADO BLVDArcadia, CA 91007","Arcadia, CA 91007",,229,No,No,,
Barstow Christian School,"800 YUCCA AVEBarstow, CA 92311","Barstow, CA 92311",,124,No,No,,
Baxter Montessori School,"2101 ECHO PARK AVELos Angeles, CA 90026","Los Angeles, CA 90026",,54,No,No,,
Bayhill High School,"1940 VIRGINIA STREBerkeley, CA 94709","Berkeley, CA 94709",,67,No,No,,
Bayside Montessori Association School,"1523 WILLOW STAlameda, CA 94501","Alameda, CA 94501",,24,No,No,,
Bayside Sda Christian School,"26400 GADING RDHayward, CA 94544","Hayward, CA 94544",,22,No,No,,
Beach Cities Child Development Center School,"850 INGLEWOOD AVERedondo Beach, CA 90278","Redondo Beach, CA 90278",,11,No,No,,
Beach Cities Learning Center School,"1431 15TH STManhattan Beach, CA 90266","Manhattan Beach, CA 90266",,38,No,10,,
Beach High School,"3635 SEVILLA DRSoquel, CA 95073","Soquel, CA 95073",,9,No,No,,
Beacon Day School,"24 CENTERPOINTE DRLa Palma, CA 90623","La Palma, CA 90623",,44,No,No,,
Beacon Day School,"24 CENTERPOINTE DRLa Palma, CA 90623","La Palma, CA 90623",,44,No,No,,
Beacon Hill Christian Academy School,"32439 STATE HIGHWAY 299 EMontgomery Creek, CA 96065","Montgomery Creek, CA 96065",,8,No,No,Parochial,
Beacon School,"5670 CAMDEN AVE # 102San Jose, CA 95124","San Jose, CA 95124",,46,No,No,,
Beatitudes Of Our Lord Catholic School,"13021 SANTA GERTRUDES AVELa Mirada, CA 90638","La Mirada, CA 90638",,276,No,No,,
Beautiful Saviour Lutheran School,"3030 VALLEY STCarlsbad, CA 92008","Carlsbad, CA 92008",,43,No,No,,
Beechwood School,"50 TERMINAL AVEMenlo Park, CA 94025","Menlo Park, CA 94025",,174,No,No,,
Bell Gardens Christian School,"6262 GAGE AVEBell Gardens, CA 90201","Bell Gardens, CA 90201",,49,No,No,,
Bell Tower Trilingual School,"3116 W MAIN STAlhambra, CA 91801","Alhambra, CA 91801",,104,No,No,,
Bella Vista Christian Academy School,"1635 CHESTER DRTracy, CA 95376","Tracy, CA 95376",,308,No,No,,
Bellarmine-Jefferson High School,"465 E OLIVE AVEBurbank, CA 91501","Burbank, CA 91501",,126,No,No,,
Bentley School,"1 HILLER DROakland, CA 94618","Oakland, CA 94618",,683,No,No,,
Berean Bible Baptist Academy School,"881 KUHN DR STE 102Chula Vista, CA 91914","Chula Vista, CA 91914",,24,Yes,No,,
Berean Christian High School,"245 EL DIVISADERO AVEWalnut Creek, CA 94598","Walnut Creek, CA 94598",,411,No,No,,
Berean Christian School,"650 W LAS PALMAS AVEPatterson, CA 95363","Patterson, CA 95363",,9,No,No,Parochial,
Bergamo Montessori School,"8144 POCKET RDSacramento, CA 95831","Sacramento, CA 95831",,160,No,No,,
Berkeley Hall School,"16000 MULHOLLAND DRLos Angeles, CA 90049","Los Angeles, CA 90049",,258,No,No,,
Berkeley School,"306 N POMONA AVEFullerton, CA 92832","Fullerton, CA 92832",,28,No,No,,
Berkwood Hedge School,"1809 BANCROFT WAYBerkeley, CA 94703","Berkeley, CA 94703",,94,No,No,,
Besant Hill Of Happy Valley School,"8585 OJAI-SANTA PAULA RD.Ojai, CA 93023","Ojai, CA 93023",,94,No,No,,
Beth Hillel Day School,"12326 RIVERSIDE DRLos Angeles, CA 91607","Los Angeles, CA 91607",,61,Yes,No,,
Beth Montessori Pre School,"8660 GILMAN DRSan Diego, CA 92037","San Diego, CA 92037",,10,No,No,,
Bethany Christian Academy School,"13431 EDWARDS STWestminster, CA 92683","Westminster, CA 92683",,110,No,No,,
Bethany Christian School,"93 N BALDWIN AVESierra Madre, CA 91024","Sierra Madre, CA 91024",,187,No,No,,
Bethany Christian School,"93 N BALDWIN AVESierra Madre, CA 91024","Sierra Madre, CA 91024",,187,No,No,,
