school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Brea Junior High School,"400 N. Brea Blvd.Brea, CA 92821","Brea, CA 92821",Brea-Olinda Unified,(714) 990-7500(make sure to verify first before calling),858,34.4,194,62
Brea-Olinda High School,"789 N. Wildcat WayBrea, CA 92821","Brea, CA 92821",Brea-Olinda Unified,(714) 990-7850(make sure to verify first before calling),"1,872",68.7,304,107
Breen Elementary School,"2751 Breen Dr.Rocklin, CA 95765","Rocklin, CA 95765",Rocklin Unified,(916) 632-1155(make sure to verify first before calling),84,550,No,36
Bret Harte Middle School,"1047 E St.Hayward, CA 94540","Hayward, CA 94540",Hayward Unified,(510) 723-3100(make sure to verify first before calling),632,27.4,376,59
Brewer Island Elementary School,"1151 Polynesia Dr.Foster City, CA 94404","Foster City, CA 94404",San Mateo-Foster City,(650) 312-7532(make sure to verify first before calling),92,696,No,27
Bridgeport Elementary School,"209 Kingsley St.Bridgeport, CA 93517","Bridgeport, CA 93517",Eastern Sierra Unified,(760) 932-7441(make sure to verify first before calling),41,46,No,17
Bridgeway Island Elementary School,"3255 Half Moon Bay Cir.West Sacramento, CA 95691","West Sacramento, CA 95691",Washington Unified,(916) 375-7778(make sure to verify first before calling),"1,009",44.7,295,71
Brightwood Elementary School,"1701 Brightwood St.Monterey Park, CA 91754","Monterey Park, CA 91754",Alhambra Unified,(626) 570-6200(make sure to verify first before calling),86,960,No,274
Brittan Acres Elementary School,"2000 Belle Ave.San Carlos, CA 94070","San Carlos, CA 94070",San Carlos Elementary,(650) 508-7307(make sure to verify first before calling),90,417,No,16
Broadway Elementary School,"1015 Lincoln Blvd.Los Angeles, CA 90291","Los Angeles, CA 90291",Los Angeles Unified,(310) 392-4944(make sure to verify first before calling),601,24.5,92,32
Brook Knoll Elementary School,"151 Brook Knoll Dr.Santa Cruz, CA 95060","Santa Cruz, CA 95060",Scotts Valley Unified,(831) 423-2454(make sure to verify first before calling),88,531,No,42
Brookhaven Elementary School,"1851 N. Brookhaven Ave.Placentia, CA 92870","Placentia, CA 92870",Placentia-Yorba Linda Unified,(714) 986-7110(make sure to verify first before calling),566,20.0,61,19
Brookside School,"2962 Brookside Rd.Stockton, CA 95219","Stockton, CA 95219",Lincoln Unified,(209) 953-8641(make sure to verify first before calling),760,32.0,175,51
Brookside Elementary School,"165 N. Satinwood Ave.Oak Park, CA 91377","Oak Park, CA 91377",Oak Park Unified,(818) 597-4200(make sure to verify first before calling),601,23.0,21,18
Brookvale Elementary School,"3400 Nicolet Ave.Fremont, CA 94536","Fremont, CA 94536",Fremont Unified,(510) 797-5940(make sure to verify first before calling),676,26.0,76,8
Browns Valley Elementary School,"9555 Browns Valley Sch Rd.Browns Valley, CA 95918",http://www.mjusd.com,Marysville Joint Unified,(530) 741-6107(make sure to verify first before calling),87,163,No,39
Bryant Ranch Elementary School,"24695 Paseo de TorontoYorba Linda, CA 92887","Yorba Linda, CA 92887",Placentia-Yorba Linda Unified,(714) 986-7120(make sure to verify first before calling),585,20.0,59,11
Brywood Elementary School,"1 W.woodIrvine, CA 92620","Irvine, CA 92620",Irvine Unified,(949) 936-5500(make sure to verify first before calling),97,579,No,62
Buchanan High School,"1560 N. Minnewawa Ave.Clovis, CA 93611","Clovis, CA 93611",Clovis Unified,(559) 327-3000(make sure to verify first before calling),"2,709",111.6,594,193
Bud Rank Elementary School,"3650 Powers Ave.Clovis, CA 93619","Clovis, CA 93619",Clovis Unified,(559) 327-4900(make sure to verify first before calling),934,33.0,105,62
Buena Terra Elementary School,"8299 Holder St.Buena Park, CA 90620","Buena Park, CA 90620",Centralia Elementary,(714) 228-3220(make sure to verify first before calling),505,20.0,217,46
Buena Vista Elementary School,"6547 Buena Vista Rd.Bakersfield, CA 93311","Bakersfield, CA 93311",Panama-Buena Vista Union,(661) 831-0818(make sure to verify first before calling),893,30.0,283,136
Buri Buri Elementary School,"325 Del Monte Ave.South San Francisco, CA 94080","South San Francisco, CA 94080",South San Francisco Unified,(650) 877-8776(make sure to verify first before calling),619,25.5,119,33
Burlingame High School,"1 Mangini WayBurlingame, CA 94010","Burlingame, CA 94010",San Mateo Union High,(650) 558-2899(make sure to verify first before calling),94,"1,339",No,62
Burlingame Intermediate School,"1715 Quesada WayBurlingame, CA 94010","Burlingame, CA 94010",Burlingame Elementary,(650) 259-3830(make sure to verify first before calling),"1,018",47.5,84,16
Burton Valley Elementary School,"561 Merriewood Dr.Lafayette, CA 94549","Lafayette, CA 94549",Lafayette Elementary,(925) 927-3550(make sure to verify first before calling),92,798,No,8
Butterfield Ranch Elementary School,"6350 Mystic Canyon Dr.Chino Hills, CA 91709","Chino Hills, CA 91709",Chino Valley Unified,(909) 591-0766(make sure to verify first before calling),84,734,No,151
C. B. Eaton Elementary School,"20220 Suisun Dr.Cupertino, CA 95014","Cupertino, CA 95014",Cupertino Union,(408) 255-2848(make sure to verify first before calling),555,24.4,8,6
C. T. English Middle School,"23800 Summit Rd.Los Gatos, CA 95033","Los Gatos, CA 95033",Loma Prieta Joint Union Elementary,(408) 353-1123(make sure to verify first before calling),206,10.4,7,3
Cabrillo Elementary School,"1562 W. 11th St.Upland, CA 91786","Upland, CA 91786",Upland Unified,(909) 985-2619(make sure to verify first before calling),28,723,No,491
Cabrillo Middle School,"1426 E. Santa Clara St.Ventura, CA 93001","Ventura, CA 93001",Ventura Unified,(805) 641-5155(make sure to verify first before calling),80,906,No,236
Cadwallader Elementary School,"3799 Cadwallader Ave.San Jose, CA 95121","San Jose, CA 95121",Evergreen Elementary,(408) 270-4950(make sure to verify first before calling),353,14.0,108,35
Cal Aero Preserve Academy School,"15850 Main St.Chino, CA 91708","Chino, CA 91708",Chino Valley Unified,(909) 606-8531(make sure to verify first before calling),80,"1,111",No,226
Calabasas High School,"22855 W. Mulholland Hwy.Calabasas, CA 91302","Calabasas, CA 91302",Las Virgenes Unified,(818) 222-7177(make sure to verify first before calling),"1,903",71.6,131,29
Calabash Charter Academy School,"23055 Eugene St.Los Angeles, CA 91364","Los Angeles, CA 91364",Los Angeles Unified,(818) 224-4430(make sure to verify first before calling),435,17.0,52,25
Calavera Hills Middle School,"4104 Tamarack Ave.Carlsbad, CA 92008","Carlsbad, CA 92008",Carlsbad Unified,(760) 331-6400(make sure to verify first before calling),80,499,No,128
California Academy Of Mathematics And Science School,"1000 E. Victoria St. Bldg. SAC3 rm3117Carson, CA 90747","Carson, CA 90747",Long Beach Unified,(310) 243-2025(make sure to verify first before calling),681,23.0,201,89
California High School,"9870 BRd.moor Dr.San Ramon, CA 94583","San Ramon, CA 94583",San Ramon Valley Unified,(925) 803-3200(make sure to verify first before calling),96,"2,667",No,89
California Montessori Project-Shingle Springs Campus School,"4645 Buckeye Rd.Shingle Springs, CA 95682","Shingle Springs, CA 95682",Buckeye Union Elementary,(530) 672-3095(make sure to verify first before calling),81,438,No,35
Calle Mayor Middle School,"4800 Calle MayorTorrance, CA 90505","Torrance, CA 90505",Torrance Unified,(310) 533-4548(make sure to verify first before calling),792,32.6,113,51
Camarena (Enrique S.) Elementary School,"1650 Explr Falls Dr.Chula Vista, CA 91915","Chula Vista, CA 91915",Chula Vista Elementary,(619) 591-5500(make sure to verify first before calling),87,"1,063",No,208
Camarillo Academy Of Progressive Education School,"777 Aileen St.Camarillo, CA 93010","Camarillo, CA 93010",Oxnard Union High,(805) 384-1415(make sure to verify first before calling),97,569,No,31
Cambridge Elementary School,"1135 Lacey Ln.Concord, CA 94520","Concord, CA 94520",Mt. Diablo Unified,(925) 686-4749(make sure to verify first before calling),692,31.0,607,37
Camerado Springs Middle School,"2480 Merrychase Dr.Cameron Park, CA 95682","Cameron Park, CA 95682",Buckeye Union Elementary,(530) 677-1658(make sure to verify first before calling),678,32.0,109,28
Camino Grove Elementary School,"700 Camino Grove Ave.Arcadia, CA 91007","Arcadia, CA 91007",Arcadia Unified,(626) 821-8353(make sure to verify first before calling),628,24.0,95,49
Camino Pablo Elementary School,"1111 Camino PabloMoraga, CA 94556","Moraga, CA 94556",Moraga Elementary,(925) 376-4435(make sure to verify first before calling),402,19.0,4,Moraga Elementary
Campolindo High School,"300 Moraga Rd.Moraga, CA 94556","Moraga, CA 94556",Acalanes Union High,(925) 280-3950(make sure to verify first before calling),"1,300",61.8,16,11
Canfield Avenue Elementary School,"9233 Airdrome St.Los Angeles, CA 90035","Los Angeles, CA 90035",Los Angeles Unified,(310) 552-2525(make sure to verify first before calling),355,16.5,78,18
Canyon Crest Academy School,"5951 Village Center Loop Rd.San Diego, CA 92130","San Diego, CA 92130",San Dieguito Union High,(858) 350-0253(make sure to verify first before calling),98,"2,255",No,52
Canyon Elementary School,"187 Pinehurst Rd. PO Box 187Canyon, CA 94516",http://www.canyon.k12.ca.us,Canyon Elementary,(925) 376-4671(make sure to verify first before calling),92,70,No,6
Canyon High School,"220 S. Imperial Hwy.Anaheim, CA 92807","Anaheim, CA 92807",Orange Unified,(714) 532-8000(make sure to verify first before calling),82,"2,345",No,195
Canyon Hills Junior High School,"2500 Madrugada Dr.Chino Hills, CA 91709","Chino Hills, CA 91709",Chino Valley Unified,(909) 464-9938(make sure to verify first before calling),84,"1,083",No,225
Canyon Rim Elementary School,"1090 The Highlands Dr.Anaheim, CA 92808","Anaheim, CA 92808",Orange Unified,(714) 532-7027(make sure to verify first before calling),89,684,No,49
Canyon View Elementary School,"12025 Yale Ct.Irvine, CA 92620","Irvine, CA 92620",Irvine Unified,(949) 936-6900(make sure to verify first before calling),97,801,No,36
Canyon Vista Elementary School,"27800 Oak View Dr.Aliso Viejo, CA 92656","Aliso Viejo, CA 92656",Capistrano Unified,(949) 234-5941(make sure to verify first before calling),652,20.5,46,5
Capistrano Valley High School,"26301 Via EscolarMission Viejo, CA 92692","Mission Viejo, CA 92692",Capistrano Unified,(949) 364-6100(make sure to verify first before calling),82,"2,241",No,439
Capistrano Virtual/Home School,"32972 Calle PerfectoSan Juan Capistrano, CA 92675","San Juan Capistrano, CA 92675",Capistrano Unified,(949) 234-9374(make sure to verify first before calling),93,163,No,12
Capri Elementary School,"850 Chapman Ave.Campbell, CA 95008","Campbell, CA 95008",Campbell Union,(408) 364-4260(make sure to verify first before calling),75,691,No,196
Cardiff Elementary School,"1888 Montgomery Ave.Cardiff-by-the-Sea, CA 92007",Earl Warren Middle,Cardiff Elementary,(760) 632-5892(make sure to verify first before calling),376,18.0,29,10
Carl H. Sundahl Elementary School,"9932 Inwood Rd.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-2425(make sure to verify first before calling),85,401,No,35
Carl Hankey Middle School,"27252 NublesMission Viejo, CA 92692","Mission Viejo, CA 92692",Capistrano Unified,(949) 234-5315(make sure to verify first before calling),80,236,No,69
Carleton P. Lightfoot Elementary School,"6989 Kenyon WayRancho Cucamonga, CA 91701","Rancho Cucamonga, CA 91701",Etiwanda Elementary,(909) 989-6120(make sure to verify first before calling),81,577,No,168
Carlmont High School,"1400 Alameda de Las PulgasBelmont, CA 94002","Belmont, CA 94002",Sequoia Union High,(650) 595-0210(make sure to verify first before calling),"2,147",99.2,186,43
Carlsbad Seaside Academy School,"3557 Monroe St.Carlsbad, CA 92008","Carlsbad, CA 92008",Carlsbad Unified,(760) 331-5299(make sure to verify first before calling),40,2.0,3,Carlsbad Unified
Carlton Elementary School,"2421 Carlton AveSan Jose, CA 95124","San Jose, CA 95124",Union Elementary,(408) 356-1141(make sure to verify first before calling),96,692,No,29
Carmel Creek Elementary School,"4210 Carmel Center Rd.San Diego, CA 92130","San Diego, CA 92130",Solana Beach Elementary,(858) 794-4400(make sure to verify first before calling),95,347,No,12
Carmel Del Mar Elementary School,"12345 Carmel Park Dr.San Diego, CA 92130","San Diego, CA 92130",Del Mar Union Elementary,(858) 481-6789(make sure to verify first before calling),97,537,No,20
Carmel High School,"3600 Ocean Ave.Carmel, CA 93923","Carmel, CA 93923",Carmel Unified,(831) 624-1821(make sure to verify first before calling),857,49.0,75,29
Carmel Middle School,"4380 Carmel Valley Rd.Carmel, CA 93922","Carmel, CA 93922",Carmel Unified,(831) 624-2785(make sure to verify first before calling),559,36.4,41,22
Carmel River Elementary School,"Monte Verde St. and 15th Ave.Carmel, CA 93923","Carmel, CA 93923",Carmel Unified,(831) 624-4609(make sure to verify first before calling),455,22.0,23,6
Carmel Valley Middle School,"3800 Mykonos Ln.San Diego, CA 92130","San Diego, CA 92130",San Dieguito Union High,(858) 481-8221(make sure to verify first before calling),97,"1,361",No,47
Carmela Elementary School,"13300 Lakeland Rd.Whittier, CA 90605","Whittier, CA 90605",South Whittier Elementary,(562) 941-2132(make sure to verify first before calling),454,18.9,391,35
Carmenita Middle School,"13435 E. 166th St.Cerritos, CA 90703","Cerritos, CA 90703",ABC Unified,(562) 229-7775(make sure to verify first before calling),693,25.5,136,60
Carolyn A. Clark Elementary School,"3701 Rue Mirassou Dr.San Jose, CA 95148","San Jose, CA 95148",Evergreen Elementary,(408) 223-4560(make sure to verify first before calling),96,732,No,35
Carpenter Community Charter School,"3909 Carpenter Ave.Los Angeles, CA 91604","Los Angeles, CA 91604",Los Angeles Unified,(818) 761-4363(make sure to verify first before calling),946,36.0,40,11
Carrillo Elementary School,"2875 Poinsettia Ln.Carlsbad, CA 92009","Carlsbad, CA 92009",San Marcos Unified,(760) 290-2900(make sure to verify first before calling),91,"1,050",No,112
Carroll Elementary School,"10325 Stathos Dr.Elk Grove, CA 95757","Elk Grove, CA 95757",Elk Grove Unified,(916) 714-0106(make sure to verify first before calling),"1,136",49.4,282,137
Carver (Charles J.) Elementary School,"19200 E. Ely St.Cerritos, CA 90703","Cerritos, CA 90703",ABC Unified,(562) 229-7840(make sure to verify first before calling),623,23.0,199,73
Carver Elementary School,"1425 E. 120th St.Los Angeles, CA 90059","Los Angeles, CA 90059",Compton Unified,(310) 898-6150(make sure to verify first before calling),26,348,"Yes, under Provision 2",302
Caryn Elementary School,"6290 Sierra Crest View LoopRancho Cucamonga, CA 91737","Rancho Cucamonga, CA 91737",Etiwanda Elementary,(909) 941-9551(make sure to verify first before calling),93,570,No,104
Casa Loma Elementary School,"525 E. Casa Loma Dr.Bakersfield, CA 93307","Bakersfield, CA 93307",Bakersfield City,(661) 631-5200(make sure to verify first before calling),9,760,No,710
Casimir Middle School,"17220 Casimir Ave.Torrance, CA 90504","Torrance, CA 90504",Torrance Unified,(310) 533-4498(make sure to verify first before calling),703,25.3,181,90
Casita Center For Science/Math/Technology School,"260 Cedar Dr.Vista, CA 92083","Vista, CA 92083",Vista Unified,(760) 724-8442(make sure to verify first before calling),80,587,No,263
Castille Elementary School,"24042 Via la CorunaMission Viejo, CA 92691","Mission Viejo, CA 92691",Capistrano Unified,(949) 234-5976(make sure to verify first before calling),591,21.0,65,10
Castle Heights Elementary School,"9755 Cattaraugus Ave.Los Angeles, CA 90034","Los Angeles, CA 90034",Los Angeles Unified,(310) 839-4528(make sure to verify first before calling),585,24.0,147,22
Castle Rock Elementary School,"29373 Main St.Castella, CA 96017",http://www.castlerockschool.net,Castle Rock Union Elementary,(530) 235-0101(make sure to verify first before calling),38,58,No,40
